Time,"Time Code","Country Name","Country Code","Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita) [EN.GHG.CO2.PC.CE.AR5]","GDP per capita (current US$) [NY.GDP.PCAP.CD]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD]","Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Population, total [SP.POP.TOTL]","School enrollment, primary (% gross) [SE.PRM.ENRR]"
2000,"YR2000","Mauritania","MRT","0.404906787641274","680.911061879778","61.044","23.00290108","NA","67.6","2613441","81.9958877563477"
2000,"YR2000","Mauritius","MUS","2.05860273171603","3981.98343249582","71.6634146341463","115.89820862","1363.24610973541","16.6","1186873","NA"
2000,"YR2000","Mexico","MEX","4.02272121123337","7524.0271380091","72.562","319.34719849","1805.47531941824","23.7","98625552","109.118301391602"
2000,"YR2000","Micronesia, Fed. Sts.","FSM","0.00178501303059512","2049.3453246655","64.317","161.47862244","NA","33.4","112044","NA"
2000,"YR2000","Moldova","MDA","2.3577376987747","440.538683980372","67.462","21.37988663","2038.52197924688","27.9","2924668","NA"
2000,"YR2000","Monaco","MCO","NA","81789.0206522549","82.121","2975.82250977","NA","4.2","32455","132.716461181641"
2000,"YR2000","Mongolia","MNG","3.78533006126955","476.02755082717","63.2104878048781","28.13583946","1057.65651620672","47.4","2388299","99.7920989990234"
2000,"YR2000","Montenegro","MNE","NA","1627.06511911987","73.3968048780488","NA","NA","12.7","604950","NA"
2000,"YR2000","Morocco","MAR","1.18101840963276","1499.107421875","66.794","54.63968277","496.421350902873","45.2","28423435","93.7790679931641"
2000,"YR2000","Mozambique","MOZ","0.0866536165915586","327.12623979157","49.476","7.00877714","123.168380553119","106.1","18129653","73.2299194335938"
2000,"YR2000","Myanmar","MMR","0.221722533260091","196.619580625284","60.357","4.47214985","77.6315900161801","73.9","45290841","101.413139343262"
2000,"YR2000","Namibia","NAM","1.05320053864219","2156.67590512714","52.946","217.55029297","1038.68425263396","45.9","1818647","113.866256713867"
2000,"YR2000","Nauru","NRU","0","2648.60152860938","59.574","463.77734375","NA","37.5","10168","98.5731964111328"
2000,"YR2000","Nepal","NPL","0.139302904539297","223.830289183078","62.642","8.34249592","57.3604987984238","61.8","24546509","114.346168518066"
2000,"YR2000","Netherlands","NLD","11.1051053739996","26225.1697734149","77.9878048780488","2028.18139648","6507.10592493944","5.1","15925513","107.383682250977"
2000,"YR2000","New Caledonia","NCL","9.66750038099848","15329.7297200058","73.574","NA","NA","NA","223098","NA"
2000,"YR2000","New Zealand","NZL","8.55385333229644","13641.1027183822","78.6365853658537","1054.28100586","9421.15768463074","6","3857700","98.7734222412109"
2000,"YR2000","Nicaragua","NIC","0.750642143274255","1017.3124434882","66.36","53.29532623","348.024631702137","30.8","5022633","103.338760375977"
2000,"YR2000","Niger","NER","0.0609576502459245","194.771959898935","49.172","9.04467964","32.2338771967474","107.7","11509630","32.1440010070801"
2000,"YR2000","Nigeria","NGA","0.792790969926579","547.318298903379","47.143","17.15887642","95.551208223506","97.1","126382494","95.5101623535156"
2000,"YR2000","North Macedonia","MKD","4.4599896365386","1861.89899780644","72.9463414634147","162.68013","2907.6911688504","14.2","2026350","101.575706481934"
2000,"YR2000","Northern Mariana Islands","MNP","0.00146292936977003","NA","74.9","NA","NA","NA","68356","NA"
2000,"YR2000","Norway","NOR","9.30078087859475","38178.2368777076","78.6341463414634","2948.93164063","24993.7262954727","3.9","4490967","99.1401519775391"
2000,"YR2000","Oman","OMN","11.5318533423366","9753.84755185404","73.643","261.88265991","3182.11355965105","13.3","2282131","92.6224670410156"
2000,"YR2000","Pakistan","PAK","0.722433695019472","642.338346499898","61.903","15.36755657","333.072641867358","89.1","154879127","62.7693099975586"
2000,"YR2000","Palau","PLW","110.647617061216","7798.07504193852","64.499","675.54473877","NA","22.3","19178","114.16813659668"
2000,"YR2000","Panama","PAN","1.72414079469992","3975.09310275544","73.443","300.66052246","1274.92676147011","20.3","3010369","104.723449707031"
2000,"YR2000","Papua New Guinea","PNG","0.526361985340968","635.957919047725","61.609","18.84121323","NA","56","5537064","68.3852920532227"
2000,"YR2000","Paraguay","PRY","0.714113754757033","1736.11729210765","70.026","104.49077606","922.588077166474","28.7","5100868","121.569923400879"
2000,"YR2000","Peru","PER","1.08978642306542","1945.41338451698","69.821","83.63842773","662.710754295072","29.9","26598331","116.377288818359"
2000,"YR2000","Philippines","PHL","0.932672272893032","1050.79273107952","67.789","32.10300446","489.102741930442","27.3","79625397","104.052787780762"
2000,"YR2000","Poland","POL","8.18187708712719","4520.64100449111","73.7487804878049","238.00448608","3256.18045539478","8.1","38258629","100.339080810547"
2000,"YR2000","Portugal","PRT","6.24348268563984","11526.3720667968","76.3146341463415","995.34210205","3988.96082351837","5.5","10289898","119.70580291748"
2000,"YR2000","Puerto Rico (US)","PRI","6.60892430467078","16192.1269719638","75.514","NA","NA","NA","3810605","NA"
2000,"YR2000","Qatar","QAT","49.2290566195703","27535.182940934","75.25","553.08605957","13180.0697376234","10.4","644989","NA"
2000,"YR2000","Romania","ROU","4.34452283523425","1659.92904910528","71.1634146341463","69.89345551","1987.66018990979","18.1","22442971","104.286956787109"
2000,"YR2000","Russian Federation","RUS","11.4678581573253","1771.59411621094","65.4836585365854","95.20859528","5198.40570401268","15.6","146596869","110.809799194336"
2000,"YR2000","Rwanda","RWA","0.0828470558128623","251.86926386091","47.798","9.00399399","25.3228326364076","107.9","8213931","NA"
2000,"YR2000","Samoa","WSM","1.02374989679941","1424.75240002471","70.791","60.4606514","NA","16.4","181685","96.6747207641602"
2000,"YR2000","San Marino","SMR","NA","37600.7077379601","80.504","2176.20825195","NA","5","26799","NA"
2000,"YR2000","Sao Tome and Principe","STP","0.37981363440681","529.089383412262","61.207","49.63587952","NA","50.7","144018","NA"
2000,"YR2000","Saudi Arabia","SAU","16.3953985610582","11714.5623675159","72.607","493.36984253","7235.87659622288","19.9","16177722","NA"
2000,"YR2000","Senegal","SEN","0.400180171865501","603.233162455158","57.615","21.41570663","100.820002688533","73.8","9968260","68.4906311035156"
2000,"YR2000","Serbia","SRB","NA","974.725469278615","71.5829268292683","56.52191544","3977.46458185932","10.9","7516346","103.58666229248"
2000,"YR2000","Seychelles","SYC","9.29977443887047","8063.65500575169","72.7780487804878","340.23703003","NA","11.8","81131","107.946586608887"
2000,"YR2000","Sierra Leone","SLE","0.0975673493894468","143.743743239644","44.834","17.66835022","NA","123.4","4423611","63.2500801086426"
2000,"YR2000","Singapore","SGP","11.3010369953278","23852.8389514753","77.9512195121951","796.03100586","7575.43595438502","3","4027887","NA"
2000,"YR2000","Sint Maarten (Dutch part)","SXM","NA","NA","74.409","NA","NA","NA","30773","NA"
2000,"YR2000","Slovak Republic","SVK","7.73551047373031","5421.6448441887","73.0512195121951","203.50627136","4955.9078964949","8.1","5388720","102.84538269043"
2000,"YR2000","Slovenia","SVN","7.58902422162726","10135.7219109212","75.4121951219512","796.64703369","5777.99565091695","4.5","1988925","99.6168975830078"
2000,"YR2000","Solomon Islands","SLB","0.528527546774007","953.17190137706","67.116","46.02681351","NA","23.2","440469","80.1520233154297"
2000,"YR2000","Somalia, Fed. Rep.","SOM","0.0707455938438096","386.119274401275","50.747","NA","NA","104.3","8838713","NA"
2000,"YR2000","South Africa","ZAF","7.36397941641679","3217.84693448467","58.368","236.08114624","4367.07436700376","46.9","47159719","92.5673980712891"
2000,"YR2000","South Sudan","SSD","NA","NA","47.591","NA","NA","118.5","6032267","NA"
2000,"YR2000","Spain","ESP","7.64971752025199","14743.2671031455","78.9658536585366","1005.28399658","5167.71107298131","4.4","40567864","104.224510192871"
2000,"YR2000","Sri Lanka","LKA","0.594343435725624","860.199884304769","71.179","42.54893112","286.942647856581","13","19293054","NA"
2000,"YR2000","St. Kitts and Nevis","KNA","1.09839108910891","9319.65545093525","69.249","446.66659546","NA","20.2","45248","111.089706420898"
2000,"YR2000","St. Lucia","LCA","0.610278912593938","5879.56191426207","70.779","285.84280396","NA","15.9","158616","103.179191589355"
2000,"YR2000","St. Martin (French part)","MAF","NA","NA","76.793","NA","NA","NA","29996","NA"
2000,"YR2000","St. Vincent and the Grenadines","VCT","0.369016689418292","3768.95536604022","70.35","149.9225769","NA","19.5","113545","114.669143676758"
2000,"YR2000","Sudan","SDN","0.215697415351796","362.116882324219","58.946","13.99440289","81.0303290338248","70.8","27816745","NA"
2000,"YR2000","Suriname","SUR","3.10546887293005","1988.22172925433","64.409","166.90083313","2238.57268437804","27.3","476643","NA"
2000,"YR2000","Sweden","SWE","6.53554865027019","29632.5890811623","79.6439024390244","2173.1940918","15681.6152732118","3.4","8872109","106.774490356445"
2000,"YR2000","Switzerland","CHE","6.23089396944705","38865.021939688","79.6804878048781","3550.12597656","7844.93858092355","4.7","7184250","104.152786254883"
2000,"YR2000","Syrian Arab Republic","SYR","2.75886578873472","1138.1884854278","70.856","53.69049835","1050.37370127747","20.8","16637888","102.303161621094"
2000,"YR2000","Tajikistan","TJK","0.443073574303451","136.925716400723","63.542","5.90626955","2138.03764200082","62.2","6284735","96.7624206542969"
2000,"YR2000","Tanzania","TZA","0.090834424226942","401.698150634766","53.244","12.33031845","58.6979521595052","85.3","34260139","69.492431640625"
2000,"YR2000","Thailand","THA","2.77493831519154","2005.97694514234","71.205","62.21043015","1446.80465431153","18.5","63007815","NA"
2000,"YR2000","Timor-Leste","TLS","0.469206321937811","492.457637913906","58.097","NA","NA","83.9","745088","NA"
2000,"YR2000","Togo","TGO","0.243402917138534","409.889802792768","54.577","13.0541811","91.2444793685337","70.8","5140037","110.808746337891"
2000,"YR2000","Tonga","TON","0.971980092912726","1995.07667546271","69.635","53.3949585","NA","13.8","102677","111.179916381836"
2000,"YR2000","Trinidad and Tobago","TTO","14.5243806894211","6178.58975559687","68.629","266.16275024","3833.98975885265","26.1","1319774","101.986701965332"
2000,"YR2000","Tunisia","TUN","2.16396729727336","2199.04465936314","72.604","111.01378632","970.820594299911","23.9","9764935","114.567306518555"
2000,"YR2000","Turkiye","TUR","3.47043278431936","4199.3798635759","71.931","192.8344574","1597.53098620898","30.8","65425961","105.348022460938"
2000,"YR2000","Turkmenistan","TKM","8.58454567057639","633.835487638011","64.931","75.52490234","1668.02067874301","58.3","4582677","NA"
2000,"YR2000","Turks and Caicos Islands","TCA","0.945008008542445","NA","73.972","NA","NA","7.9","18730","102.332656860352"
2000,"YR2000","Tuvalu","TUV","0","1579.41906275542","63.536","351.92758179","NA","35.8","9544","108.823532104492"
2000,"YR2000","Uganda","UGA","0.0589121317991763","258.050338731086","49.64","16.42602158","29.7498140636621","89.8","24000150","130.160614013672"
